,Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Status_CustN,Ad_Res_Total,Ad_Res_Ind_Total,Pur_Total
176,1,25.0,1,5,1,3,20.0,20.0,16.4,20.0,21,88,10,24,51,4,10,19,A,1,52.0,M,H,74592.0,A,85,33,26.0
177,0,14.56,2,7,1,3,20.0,15.0,10.71,10.0,26,130,12,29,57,5,13,24,A,0,42.0,M,U,44284.5,A,98,42,29.0
178,0,14.56,4,16,1,6,8.0,8.25,7.69,9.0,15,90,12,32,62,5,14,25,S,1,74.0,M,H,55028.0,S,106,44,28.0
179,0,14.56,2,2,1,1,20.0,12.5,12.5,20.0,15,15,10,14,12,4,6,5,N,0,52.0,F,U,44284.5,Others,36,15,24.0
180,1,7.0,4,19,3,17,9.0,8.0,7.89,9.0,17,130,11,25,77,5,11,28,S,1,47.0,F,H,44714.0,S,113,44,32.0
181,0,14.56,1,4,0,1,15.0,15.0,11.0,13.582127875507437,26,57,10,27,39,4,4,14,A,0,47.0,F,H,67436.0,A,76,22,20.0
182,0,14.56,3,9,2,6,46.0,36.33,21.67,43.0,21,89,13,33,57,6,16,25,S,1,75.0,M,U,67436.0,S,103,47,58.0
183,0,14.56,2,10,1,4,15.0,13.0,7.4,11.0,18,76,10,21,48,4,9,17,A,1,52.0,F,U,44284.5,A,79,30,27.0
184,0,14.56,1,10,0,5,15.0,15.0,9.5,13.582127875507437,26,75,10,31,53,5,5,22,A,1,49.0,F,H,71285.0,A,94,32,26.0
185,0,14.56,2,12,1,7,5.0,10.0,6.17,5.0,22,87,11,30,58,4,12,21,S,1,52.0,F,U,44284.5,S,99,37,19.0
186,0,14.56,4,4,3,3,25.0,18.25,18.25,19.33,17,33,14,32,31,6,15,13,A,0,33.0,M,H,71285.0,A,77,34,33.0
187,1,8.0,5,23,2,13,10.0,8.8,8.22,8.5,6,112,22,42,88,7,16,31,S,1,84.0,F,U,65500.0,S,152,54,38.0
188,1,50.0,3,5,3,3,30.0,23.33,25.0,23.33,15,26,16,29,26,6,12,10,N,1,68.0,F,H,69583.0,Others,71,28,38.0
189,0,14.56,2,3,2,2,11.0,6.0,7.67,6.0,19,24,12,23,23,6,11,9,N,0,52.0,M,U,44284.5,Others,58,26,16.0
190,1,4.0,4,17,2,9,5.0,4.0,3.06,4.0,17,67,11,28,44,5,13,19,S,1,67.0,F,U,80172.0,S,83,37,26.0
191,1,21.0,2,7,1,3,25.0,25.0,18.71,25.0,18,64,15,34,55,6,15,20,A,0,52.0,F,U,44284.5,A,104,41,34.0
192,1,8.0,5,17,3,9,8.0,8.2,6.59,7.67,18,77,11,30,57,5,14,22,S,1,56.0,F,H,61831.0,S,98,41,30.0
193,1,6.0,8,60,6,24,5.0,5.0,4.42,5.0,5,128,32,52,134,7,18,38,S,1,77.0,F,U,61831.0,S,218,63,73.0
194,1,5.0,5,7,3,4,5.0,5.0,5.0,5.0,17,33,12,29,30,6,15,13,A,1,47.0,F,H,69121.0,A,71,34,17.0
195,1,14.0,4,4,2,2,10.0,8.75,8.75,7.5,16,29,13,26,23,6,12,10,A,0,61.0,F,H,69121.0,A,62,28,18.0
196,1,4.0,4,13,3,10,4.0,4.75,4.08,5.0,17,81,11,31,55,6,15,22,S,1,52.0,F,H,60273.0,S,97,43,21.0
197,0,14.56,2,7,0,2,25.0,17.5,10.71,13.582127875507437,18,85,13,32,55,6,6,22,A,0,83.0,F,H,60273.0,A,100,34,34.0
198,0,14.56,3,9,2,5,15.0,10.67,9.67,12.5,17,91,14,34,60,6,16,25,A,0,63.0,M,U,44284.5,A,108,47,27.0
199,1,10.0,1,7,0,3,15.0,15.0,9.86,13.582127875507437,19,105,7,22,46,4,4,18,A,0,52.0,M,U,60273.0,A,75,26,23.0
200,1,7.0,4,18,3,11,8.0,6.5,5.44,6.33,16,129,13,29,59,5,11,22,S,1,70.0,F,U,53341.0,S,101,38,30.0
201,0,14.56,4,14,1,4,10.0,13.0,10.86,16.0,17,111,22,41,90,8,17,39,A,0,48.0,F,H,62793.0,A,153,64,28.0
202,0,14.56,1,1,0,0,15.0,15.0,15.0,13.582127875507437,16,16,10,14,12,4,4,4,F,0,52.0,M,U,44284.5,Others,36,12,17.0
203,0,14.56,3,13,0,5,10.0,8.33,8.46,13.582127875507437,18,89,13,35,64,6,6,25,S,1,84.0,F,H,77654.0,S,112,37,26.0
204,1,30.0,3,10,0,2,12.0,11.33,9.5,13.582127875507437,16,53,13,33,46,6,6,19,S,1,72.0,F,U,91659.0,S,92,31,25.0
205,1,20.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,11,16,14,5,7,6,F,0,37.0,F,H,61655.0,Others,41,18,22.0
206,1,25.0,1,2,1,1,15.0,15.0,12.5,15.0,20,44,10,24,28,4,9,10,A,0,51.0,F,H,61655.0,A,62,23,18.0
207,0,14.56,4,12,2,6,15.0,13.75,14.75,12.5,15,80,13,34,66,6,16,26,A,1,37.0,F,H,61655.0,A,113,48,31.0
208,0,14.56,2,33,1,13,10.0,10.0,8.21,10.0,15,113,6,15,61,3,8,22,S,1,52.0,M,H,61655.0,S,82,33,45.0
209,0,14.56,2,3,2,3,25.0,25.0,25.0,25.0,24,41,11,33,35,6,17,16,A,0,52.0,F,U,61655.0,A,79,39,30.0
210,1,10.0,3,13,2,9,11.0,11.0,8.62,11.0,19,88,21,41,80,6,15,23,S,1,71.0,M,H,56942.0,S,142,44,27.0
211,1,100.0,2,12,0,5,100.0,100.0,41.83,13.582127875507437,4,125,27,49,87,6,6,31,A,1,52.0,M,U,44284.5,A,163,43,114.0
212,0,14.56,2,3,2,3,20.0,14.5,10.67,14.5,19,40,12,28,28,6,14,13,A,0,29.0,F,H,86282.0,A,68,33,25.0
213,1,10.0,1,1,1,1,25.0,25.0,25.0,25.0,19,19,9,14,10,4,7,5,F,0,52.0,F,H,86282.0,Others,33,16,27.0
214,1,7.0,7,38,4,17,7.0,7.0,7.37,7.0,18,126,12,34,81,6,17,33,S,1,39.0,M,H,86282.0,S,127,56,52.0
215,1,4.0,9,19,5,9,5.0,4.22,4.47,4.2,18,81,13,32,58,6,17,23,S,1,52.0,F,U,44284.5,S,103,46,33.0
216,0,14.56,3,3,2,2,15.0,8.33,8.33,5.0,17,33,11,27,24,5,12,10,S,1,52.0,F,U,44284.5,S,62,27,21.0
217,1,25.0,4,13,2,3,25.0,25.0,22.69,25.0,6,113,32,53,104,7,17,28,A,0,62.0,F,U,59321.0,A,189,52,42.0
218,0,14.56,2,5,0,2,18.0,15.0,12.4,13.582127875507437,18,53,12,31,39,6,6,17,A,0,53.0,F,H,67201.0,A,82,29,25.0
219,1,12.0,3,16,1,6,12.0,12.0,10.38,12.0,15,80,12,32,60,5,14,23,A,1,56.0,F,H,67201.0,A,104,42,31.0
220,1,3.0,8,27,6,18,5.0,3.5,3.59,3.67,17,126,12,31,75,6,17,34,S,1,74.0,M,H,71014.0,S,118,57,40.0
221,1,10.0,3,38,3,14,15.0,13.0,10.11,13.0,17,89,21,35,93,4,11,20,S,1,72.0,M,U,71014.0,S,149,35,56.0
222,1,10.0,6,19,5,9,10.0,10.33,10.32,10.4,17,57,32,51,85,6,17,22,S,1,81.0,F,U,71014.0,S,168,45,35.0
223,0,14.56,1,17,0,9,10.0,13.0,8.53,13.582127875507437,18,113,13,32,69,5,5,27,A,1,44.0,F,U,66944.0,A,114,37,28.0
224,1,16.0,5,16,4,9,16.0,16.0,12.69,16.0,19,113,13,35,73,6,17,30,S,1,52.0,F,U,44284.5,S,121,53,37.0
225,0,14.56,2,2,0,0,20.0,12.5,12.5,13.582127875507437,25,31,9,22,22,4,4,8,A,0,52.0,F,H,56988.0,A,53,16,24.0
226,0,14.56,6,14,4,7,12.0,10.33,8.36,10.5,15,56,14,35,51,6,17,21,S,1,22.0,M,H,87470.0,S,100,44,32.0
227,0,14.56,3,5,2,3,18.0,16.67,14.0,16.5,17,50,13,23,27,5,10,12,A,0,52.0,F,U,44284.5,A,63,27,26.0
228,1,20.0,1,1,0,0,20.0,20.0,20.0,13.582127875507437,20,20,10,17,15,4,4,6,F,1,65.0,M,H,43191.0,Others,42,14,22.0
229,0,14.56,2,6,2,5,15.0,15.0,10.0,15.0,16,65,14,34,49,6,16,19,A,0,65.0,M,H,43191.0,A,97,41,23.0
230,0,14.56,2,4,0,2,15.0,15.0,15.0,13.582127875507437,18,45,8,25,32,4,4,13,A,0,47.0,M,H,43191.0,A,65,21,21.0
231,1,10.0,3,20,1,13,10.0,6.67,5.55,5.0,18,124,12,31,74,5,13,30,A,1,84.0,M,H,43191.0,A,117,48,33.0
232,1,15.0,2,13,2,8,15.0,12.5,8.77,12.5,21,113,12,28,68,5,12,25,A,1,78.0,M,H,59014.0,A,108,42,30.0
233,0,14.56,3,7,1,4,25.0,21.67,18.57,20.0,19,111,13,35,65,6,17,28,A,0,82.0,F,U,44284.5,A,113,51,35.0
234,1,15.0,4,13,2,6,20.0,15.25,12.31,12.5,18,81,13,35,64,6,17,25,A,1,82.0,M,H,59014.0,A,112,48,37.0
235,1,25.0,1,10,0,5,25.0,50.0,20.8,13.582127875507437,18,102,15,37,70,6,6,29,A,0,69.0,F,U,44284.5,A,122,41,36.0
236,1,15.0,3,3,2,2,15.0,15.0,15.0,15.0,20,33,12,31,29,6,15,13,A,1,33.0,M,H,74207.0,A,72,34,21.0
237,0,14.56,3,3,3,3,12.0,10.67,10.67,10.67,16,23,14,25,23,6,11,9,N,1,53.0,F,H,81157.0,Others,62,26,18.0
238,1,25.0,2,2,2,2,20.0,16.5,16.5,16.5,24,32,9,26,24,4,11,10,A,0,37.0,M,U,81157.0,A,59,25,24.0
239,0,14.56,4,29,3,11,18.0,16.0,10.03,16.0,17,128,8,25,59,4,13,22,S,1,85.0,M,H,79730.0,S,92,39,51.0
240,1,5.0,7,16,5,9,5.0,5.71,5.38,5.6,15,57,13,34,50,6,17,20,A,1,86.0,F,H,79730.0,A,97,43,28.0
241,1,20.0,2,21,1,13,15.0,15.0,7.62,15.0,26,130,9,26,70,4,12,29,A,1,63.0,M,H,81739.0,A,105,45,38.0
242,1,5.0,5,16,4,11,5.0,4.6,4.5,4.5,18,125,12,32,65,6,17,31,S,1,58.0,F,H,81739.0,S,109,54,26.0
243,1,20.0,6,7,4,5,20.0,17.5,16.43,20.0,16,41,15,35,40,6,16,15,S,1,52.0,M,U,44284.5,S,90,37,33.0
244,1,5.0,4,5,3,3,6.0,4.75,5.8,4.67,16,24,15,25,24,6,11,9,N,1,75.0,F,H,114584.0,Others,64,26,15.0
245,1,24.0,2,6,2,4,18.0,15.0,10.33,15.0,20,57,13,31,43,6,15,18,A,0,65.0,F,H,154945.0,A,87,39,26.0
246,0,14.56,2,5,0,1,25.0,27.5,22.0,13.582127875507437,25,75,8,25,37,4,4,14,A,0,86.0,M,H,154945.0,A,70,22,32.0
247,0,14.56,2,7,1,3,26.0,26.0,24.14,26.0,24,69,12,34,54,6,17,23,A,0,71.0,M,H,81042.0,A,100,46,35.0
248,1,25.0,2,8,2,4,15.0,8.5,8.0,8.5,18,45,13,35,41,6,17,18,A,0,71.0,M,H,81042.0,A,89,41,25.0
249,1,10.0,5,5,2,2,10.0,8.6,8.6,10.0,18,32,11,28,29,5,13,12,A,0,55.0,F,H,81042.0,A,68,30,20.0
250,0,14.56,3,22,0,7,5.0,5.0,3.82,13.582127875507437,15,130,6,16,43,3,3,15,A,0,82.0,M,U,76547.0,A,65,21,30.0
251,0,14.56,1,1,0,0,50.0,50.0,50.0,13.582127875507437,15,15,8,10,10,3,3,4,E,0,38.0,F,H,85150.0,Others,28,10,52.0
252,1,10.0,3,13,1,10,10.0,8.33,6.15,10.0,17,122,12,32,69,6,16,29,S,1,52.0,F,U,44284.5,S,113,51,26.0
253,0,14.56,4,14,4,12,15.0,10.5,6.29,10.5,24,126,11,31,69,6,16,32,A,1,43.0,F,H,62493.0,A,111,54,33.0
254,0,14.56,2,2,2,2,25.0,25.0,25.0,25.0,22,29,14,28,26,6,13,11,A,0,52.0,F,U,44284.5,A,68,30,29.0
255,0,14.56,1,27,0,8,25.0,25.0,46.07,13.582127875507437,5,119,27,48,118,6,6,32,A,1,49.0,M,H,100789.0,A,193,44,53.0
256,0,14.56,7,13,4,7,14.0,12.29,10.69,12.0,18,93,14,34,58,6,16,23,A,1,58.0,F,U,44284.5,A,106,45,34.0
257,1,15.0,5,10,3,6,15.0,11.0,9.2,11.67,21,53,12,33,44,6,17,18,A,1,28.0,F,H,72594.0,A,89,41,30.0
258,0,14.56,6,7,3,3,15.0,12.5,12.14,16.67,17,28,12,23,23,6,12,10,A,1,51.0,F,H,66725.0,A,58,28,28.0
259,0,14.56,1,7,0,3,15.0,15.0,9.71,13.582127875507437,18,97,12,24,56,4,4,21,A,0,52.0,M,U,44284.5,A,92,29,23.0
260,1,7.0,8,17,5,8,6.0,9.25,7.94,9.2,18,77,14,36,62,6,17,23,S,1,63.0,F,U,73508.0,S,112,46,31.0
261,0,14.56,2,2,0,0,17.0,16.0,16.0,13.582127875507437,18,31,10,23,22,4,4,8,A,0,65.0,M,U,70097.0,A,55,16,21.0
262,0,14.56,4,18,2,14,10.0,8.5,4.61,8.5,21,127,11,32,69,5,15,30,A,1,87.0,F,H,86725.0,A,112,50,32.0
263,0,14.56,4,5,2,3,20.0,15.75,13.6,14.0,18,44,13,32,37,6,14,14,A,0,54.0,F,H,86725.0,A,82,34,29.0
264,0,14.56,1,1,1,1,20.0,20.0,20.0,20.0,21,21,12,19,18,4,7,6,F,0,35.0,F,H,86725.0,Others,49,17,22.0
265,0,14.56,2,3,0,1,50.0,50.0,41.67,13.582127875507437,25,52,13,30,41,6,6,16,A,0,43.0,F,U,85253.0,A,84,28,55.0
266,0,14.56,2,4,1,2,25.0,15.5,9.75,25.0,18,41,13,32,31,6,14,13,A,0,67.0,F,H,105247.0,A,76,33,31.0
267,1,15.0,4,6,3,4,12.0,11.0,9.83,11.33,21,41,12,31,35,6,15,14,A,0,55.0,M,H,105247.0,A,78,35,22.0
268,0,14.56,2,7,1,5,20.0,20.0,12.29,20.0,20,100,13,28,60,6,12,23,A,0,75.0,F,H,105247.0,A,101,41,29.0
269,0,14.56,1,3,0,1,15.0,15.0,13.33,13.582127875507437,26,75,9,23,41,4,4,16,A,0,46.0,F,H,105247.0,A,73,24,19.0
270,1,10.0,4,5,2,2,10.0,10.0,10.0,10.0,17,52,6,14,21,1,5,8,E,0,52.0,M,U,44284.5,Others,41,14,19.0
271,0,14.56,4,8,2,3,10.0,10.5,9.63,10.0,15,57,18,35,62,6,14,21,A,0,52.0,F,U,44284.5,A,115,41,22.0
272,0,14.56,1,1,1,1,100.0,100.0,100.0,100.0,16,16,14,19,16,5,7,6,F,0,52.0,M,U,44284.5,Others,49,18,102.0
273,1,10.0,2,16,1,7,10.0,10.0,5.44,10.0,19,103,11,30,66,4,12,26,A,1,80.0,F,U,98951.0,A,107,42,28.0
274,1,10.0,4,16,2,8,10.0,9.75,9.56,11.0,18,88,6,22,60,3,12,22,A,1,52.0,M,U,44284.5,A,88,37,30.0
275,1,15.0,2,5,0,2,15.0,13.5,10.6,13.582127875507437,15,44,13,32,37,5,5,14,A,0,62.0,M,H,98951.0,A,82,24,22.0
276,0,14.56,1,6,0,2,32.0,32.0,56.17,13.582127875507437,18,77,18,36,77,6,6,22,A,0,52.0,F,U,44284.5,A,131,34,39.0
277,1,10.0,2,6,2,4,20.0,17.5,11.33,17.5,17,53,13,34,45,6,17,18,A,0,55.0,M,U,44284.5,A,92,41,28.0
278,0,14.56,2,10,2,6,17.0,16.0,9.5,16.0,21,57,13,31,49,6,14,19,S,1,54.0,F,H,30185.0,S,93,39,29.0
279,0,14.56,4,25,3,13,3.0,5.75,5.08,5.67,15,130,7,18,51,3,8,21,S,1,83.0,M,H,30185.0,S,76,32,32.0
280,0,14.56,1,1,0,0,15.0,15.0,15.0,13.582127875507437,20,20,8,15,12,3,3,5,F,0,52.0,F,U,30185.0,Others,35,11,17.0
281,0,14.56,2,2,2,2,15.0,12.5,12.5,12.5,24,29,9,22,21,4,10,9,A,0,57.0,M,H,27184.0,A,52,23,19.0
282,0,14.56,1,1,1,1,25.0,25.0,25.0,25.0,17,17,11,16,14,5,7,6,F,0,69.0,F,U,27184.0,Others,41,18,27.0
283,0,14.56,1,1,1,1,20.0,20.0,20.0,20.0,21,21,8,15,13,3,6,5,N,0,52.0,M,U,44284.5,Others,36,14,22.0
284,1,5.0,4,15,2,11,5.0,8.75,5.27,5.0,25,128,5,23,61,3,13,26,S,1,71.0,F,H,27184.0,S,89,42,24.0
285,0,14.56,1,1,0,0,15.0,15.0,15.0,13.582127875507437,15,15,7,9,9,2,2,3,E,0,52.0,F,U,44284.5,Others,25,7,17.0
286,1,100.0,1,4,1,1,100.0,100.0,62.5,100.0,19,49,29,44,56,6,13,12,A,0,55.0,F,H,71979.0,A,129,31,105.0
287,1,20.0,1,1,1,1,20.0,20.0,20.0,20.0,16,16,11,16,13,5,7,6,F,0,52.0,M,H,122735.0,Others,40,18,22.0
288,1,30.0,3,3,1,1,40.0,30.67,30.67,25.0,16,23,14,26,23,6,12,10,N,0,52.0,F,U,122735.0,Others,63,28,46.0
289,0,14.56,3,19,0,7,10.0,8.33,6.26,13.582127875507437,18,125,13,34,68,6,6,29,S,1,40.0,F,U,27897.0,S,115,41,32.0
290,0,14.56,5,5,1,1,13.0,12.2,12.2,10.0,18,33,12,31,29,6,15,13,A,0,52.0,F,U,44284.5,A,72,34,23.0
291,0,14.56,3,19,1,12,5.0,5.0,3.79,5.0,17,111,11,28,66,4,10,24,S,1,52.0,F,U,44284.5,S,105,38,27.0
292,0,14.56,10,12,7,7,15.0,12.7,11.58,11.14,17,36,13,30,32,6,16,14,S,1,45.0,F,H,36299.0,S,75,36,37.0
293,0,14.56,0,11,0,4,0.0,0.0,9.36,13.582127875507437,15,105,23,23,81,4,4,25,A,1,57.0,F,U,44284.5,A,127,33,11.0
294,1,6.0,5,29,3,18,5.0,6.0,5.45,5.0,17,130,15,35,99,6,16,34,S,1,75.0,F,H,39604.0,S,149,56,39.0
295,1,10.0,4,4,3,3,25.0,11.25,11.25,12.67,16,33,14,30,30,6,13,11,A,0,52.0,M,U,44284.5,A,74,30,33.0
296,0,14.56,1,2,1,2,15.0,15.0,12.5,15.0,17,40,4,12,14,2,6,7,E,0,52.0,F,U,44284.5,Others,30,15,18.0
297,0,14.56,2,8,2,6,50.0,47.5,39.38,47.5,17,101,12,27,75,5,15,31,A,0,79.0,F,U,44284.5,A,114,51,60.0
298,1,30.0,2,2,1,1,30.0,27.5,27.5,25.0,18,24,13,25,21,6,11,9,N,0,50.0,F,U,40131.0,Others,59,26,34.0
299,0,14.56,2,4,0,2,16.0,13.0,8.5,13.582127875507437,19,75,11,21,32,6,6,13,A,0,83.0,F,H,40131.0,A,64,25,22.0
300,0,14.56,6,25,4,20,8.0,6.67,5.68,6.75,18,127,11,31,80,5,15,32,S,1,87.0,M,H,40131.0,S,122,52,39.0
301,0,14.56,5,8,3,4,6.0,8.4,7.25,8.33,15,41,13,34,36,6,16,15,A,0,52.0,M,U,40131.0,A,83,37,19.0
302,0,14.56,5,9,2,3,15.0,14.2,10.89,12.0,15,45,14,33,39,6,17,17,S,1,79.0,F,U,44284.5,S,86,40,29.0
303,1,20.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,11,16,14,5,7,6,F,1,52.0,F,U,44284.5,Others,41,18,22.0
304,1,25.0,2,6,0,3,20.0,17.5,11.83,13.582127875507437,18,64,14,33,50,6,6,20,S,1,60.0,F,U,41449.0,S,97,32,28.0
305,1,11.0,3,11,0,5,10.0,9.33,6.0,13.582127875507437,18,92,13,31,58,6,6,22,S,1,52.0,F,U,44284.5,S,102,34,24.0
306,0,14.56,4,15,1,6,17.0,16.0,14.07,15.0,26,67,10,32,54,5,16,22,A,1,47.0,M,H,41449.0,A,96,43,36.0
307,0,14.56,2,4,1,1,25.0,25.0,25.0,25.0,18,29,14,29,28,6,14,12,A,0,67.0,F,H,39838.0,A,71,32,31.0
308,1,10.0,4,22,4,12,4.0,6.5,4.45,6.5,15,122,7,18,36,4,12,18,S,1,78.0,F,U,44284.5,S,61,34,30.0
309,1,30.0,1,1,1,1,15.0,15.0,15.0,15.0,21,21,8,15,13,3,6,5,N,0,52.0,F,U,44284.5,Others,36,14,17.0
310,1,36.0,1,3,0,2,26.0,26.0,20.67,13.582127875507437,26,67,10,27,46,5,5,17,A,0,72.0,F,H,25265.0,A,83,27,30.0
311,0,14.56,4,7,3,6,15.0,12.5,10.14,11.67,18,65,13,34,49,6,16,19,A,1,61.0,F,U,43729.0,A,96,41,26.0
312,0,14.56,2,11,2,6,17.0,16.0,7.64,16.0,18,104,13,35,59,6,17,26,A,0,55.0,M,H,43729.0,A,107,49,30.0
313,0,14.56,4,33,1,8,50.0,50.0,47.0,50.0,15,80,35,57,120,7,18,27,S,1,52.0,M,U,43729.0,S,212,52,87.0
314,0,14.56,3,3,1,2,17.0,16.67,16.67,18.0,13,20,22,27,27,8,10,10,F,0,68.0,M,H,43729.0,Others,76,28,23.0
315,0,14.56,1,1,0,0,25.0,25.0,25.0,13.582127875507437,18,18,11,16,13,5,5,6,F,0,52.0,F,U,44284.5,Others,40,16,27.0
316,1,16.0,1,6,1,4,16.0,16.0,12.33,16.0,17,79,11,26,47,4,10,17,A,0,74.0,M,H,42011.0,A,84,31,23.0
317,1,11.0,4,8,2,4,11.0,11.25,8.88,11.0,15,104,12,30,57,6,14,23,A,0,55.0,M,H,42011.0,A,99,43,23.0
318,0,14.56,2,7,1,4,21.0,20.0,13.0,19.0,17,76,13,34,55,6,16,23,A,0,41.0,F,U,44284.5,A,102,45,30.0
319,1,30.0,1,4,0,1,20.0,20.0,20.0,13.582127875507437,21,100,13,30,56,6,6,22,A,0,62.0,F,H,44965.0,A,99,34,25.0
320,1,20.0,2,2,2,2,16.0,13.0,13.0,13.0,23,30,10,24,22,4,10,9,A,0,66.0,F,H,44965.0,A,56,23,20.0
321,0,14.56,2,2,1,1,15.0,15.0,15.0,15.0,19,24,12,23,20,6,11,9,N,0,69.0,M,U,44965.0,Others,55,26,19.0
322,0,14.56,2,4,1,2,38.0,35.63,29.31,33.25,15,43,13,35,41,6,17,17,A,0,53.0,M,H,44965.0,A,89,40,44.0
323,1,10.0,2,12,1,5,10.0,10.0,7.58,10.0,18,93,12,32,60,6,15,25,A,0,77.0,M,U,44284.5,A,104,46,24.0
324,0,14.56,3,4,1,2,15.0,11.67,10.0,15.0,16,45,13,30,34,6,13,13,A,0,31.0,M,H,59493.0,A,77,32,22.0
325,1,10.0,5,26,4,16,10.0,8.4,4.58,8.0,16,126,12,32,68,5,15,31,S,1,79.0,F,H,59493.0,S,112,51,41.0
326,0,14.56,1,14,0,12,20.0,20.0,6.57,13.582127875507437,26,129,9,27,69,4,4,26,A,1,52.0,M,H,59493.0,A,105,34,35.0
327,0,14.56,2,3,2,2,20.0,12.5,11.67,12.5,24,59,10,26,29,4,10,10,A,0,78.0,F,U,44284.5,A,65,24,25.0
328,1,4.0,7,9,3,4,5.0,3.86,3.56,3.0,18,41,14,31,33,6,14,13,S,1,51.0,M,H,40935.0,S,78,33,21.0
329,1,11.0,8,16,3,8,5.0,5.25,5.44,5.0,15,75,13,34,58,6,17,23,S,1,82.0,F,H,40935.0,S,105,46,29.0
330,0,14.56,1,2,0,0,20.0,20.0,15.0,13.582127875507437,26,39,9,28,29,4,4,12,A,0,44.0,M,U,40935.0,A,66,20,23.0
331,1,5.0,2,3,0,0,20.0,15.0,12.0,13.582127875507437,18,32,12,31,28,6,6,13,A,0,41.0,M,H,40935.0,A,71,25,25.0
332,0,14.56,1,1,1,1,20.0,20.0,20.0,20.0,18,18,10,15,12,4,6,5,F,0,57.0,M,U,40935.0,Others,37,15,22.0
333,1,10.0,4,20,3,13,10.0,12.5,7.85,10.0,17,130,25,46,115,5,15,33,A,1,74.0,F,H,50546.0,A,186,53,34.0
334,1,51.0,1,6,1,4,36.0,36.0,20.83,36.0,18,89,13,32,57,6,15,23,A,0,69.0,M,U,56916.0,A,102,44,43.0
335,1,10.0,3,12,1,6,6.0,12.67,8.33,14.0,15,121,16,35,70,6,15,30,A,0,60.0,F,U,44284.5,A,121,51,21.0
336,1,10.0,1,8,1,6,10.0,10.0,10.63,10.0,23,92,12,32,59,6,15,24,A,1,50.0,F,U,27096.0,A,103,45,19.0
337,0,14.56,2,9,1,3,15.0,16.0,10.44,20.0,18,75,13,34,55,6,16,23,A,0,37.0,F,H,54425.0,A,102,45,26.0
338,1,11.0,4,16,3,9,10.0,8.5,5.56,8.0,16,130,17,37,74,6,15,29,A,0,65.0,F,H,54425.0,A,128,50,30.0
339,1,20.0,1,1,1,1,20.0,20.0,20.0,20.0,20,20,10,17,15,4,7,6,F,0,34.0,F,U,44284.5,Others,42,17,22.0
340,1,15.0,4,4,2,2,10.0,10.0,10.0,10.0,15,28,12,24,25,5,11,10,A,1,52.0,F,U,37766.0,A,61,26,18.0
341,0,14.56,7,33,3,13,25.0,11.0,7.1,6.67,16,113,14,36,71,6,17,30,S,1,47.0,F,U,44284.5,S,121,53,65.0
342,1,17.0,1,16,0,9,17.0,17.0,11.19,13.582127875507437,18,103,14,31,77,6,6,29,A,1,63.0,F,U,37766.0,A,122,41,34.0
343,1,48.0,6,69,2,14,25.0,21.33,17.33,19.0,10,111,29,51,124,5,16,30,S,1,52.0,F,H,48639.0,S,204,51,100.0
344,1,25.0,2,12,0,2,25.0,25.0,24.75,13.582127875507437,15,103,22,42,92,7,7,28,A,0,72.0,F,U,44284.5,A,156,42,39.0
345,1,6.0,6,9,3,4,7.0,7.0,7.22,7.33,18,36,12,31,31,6,16,14,A,1,71.0,F,H,48639.0,A,74,36,22.0
346,1,10.0,3,12,1,6,10.0,10.67,9.75,10.0,18,79,13,32,58,6,16,24,S,1,79.0,F,U,44284.5,S,103,46,25.0
347,1,15.0,7,23,3,10,5.0,5.71,9.17,9.33,16,68,9,27,46,4,14,19,S,1,77.0,F,H,48639.0,S,82,37,35.0
348,1,10.0,2,12,2,9,12.0,11.0,8.92,11.0,15,114,10,27,67,3,10,27,E,1,64.0,F,H,58656.0,Others,104,40,26.0
349,1,6.0,6,14,4,9,6.0,6.17,5.71,6.0,19,105,13,34,62,6,16,27,A,0,64.0,M,H,58656.0,A,109,49,26.0
350,0,14.56,3,8,1,4,30.0,24.67,16.5,20.0,18,75,14,27,46,6,12,18,A,0,59.0,M,U,44284.5,A,87,36,41.0
351,0,14.56,1,10,1,9,20.0,20.0,10.5,20.0,20,113,13,31,64,6,15,28,A,1,45.0,M,H,70789.0,A,108,49,31.0
352,0,14.56,3,9,2,5,5.0,10.0,10.11,10.0,18,65,13,34,55,6,16,21,S,1,64.0,F,H,70789.0,S,102,43,17.0
353,1,6.0,4,11,1,5,3.0,9.25,7.55,12.0,19,124,11,28,63,5,12,27,A,0,82.0,M,H,70789.0,A,102,44,18.0
354,1,10.0,2,2,1,1,15.0,12.5,12.5,10.0,18,32,10,26,24,4,11,10,A,0,35.0,F,U,35456.0,A,60,25,19.0
355,0,14.56,2,3,0,1,15.0,11.0,9.0,13.582127875507437,18,38,11,29,27,5,5,11,A,0,49.0,F,U,35456.0,A,67,21,20.0
